loss,mean_squared_error,mean_absolute_error,r_square
6.1231422,6.1231422,1.6810471,0.14762133
3.1386132,3.1386132,1.3971268,0.3370586
5.503922,5.503922,1.8292959,0.010530889
5.188555,5.188555,1.6413751,0.2083028
6.7706013,6.7706013,1.7172564,0.15850276
7.787076,7.787076,1.893096,0.33897322
5.0066137,5.0066137,1.6057606,0.32077736
4.9075766,4.9075766,1.6824307,0.275885
6.3838334,6.3838334,1.8698014,0.36797392
3.8918693,3.8918693,1.6061828,-0.38402987
4.7345953,4.7345953,1.6853924,0.30331576
4.7315044,4.7315044,1.7626307,0.24295926
7.3991585,7.3991585,1.9188691,0.28568506
6.086956,6.086956,1.913694,0.23162687
4.3821735,4.3821735,1.5848235,0.30309898
5.951927,5.951927,1.8248086,0.26604366
4.752223,4.752223,1.5798953,0.31499487
6.3163943,6.3163943,1.8329381,0.23401374
7.6353974,7.6353974,1.9454038,0.37986618
3.4791808,3.4791808,1.4685454,0.09461725
3.6718168,3.6718168,1.3691771,0.3394342
3.5509286,3.5509286,1.5832306,-0.073244095
3.8072045,3.8072045,1.5267601,0.04026723
5.1109705,5.1109705,1.66117,0.2826708
2.4657354,2.4657354,1.2461655,0.3181439
4.284717,4.284717,1.5217396,0.3351189
7.8414493,7.8414493,2.0905366,0.46254057
2.7035713,2.7035713,1.242382,0.31861752
2.102127,2.102127,1.162801,0.3653956
8.754635,8.754635,2.1556177,0.35593462
3.9750142,3.9750142,1.4349223,0.006003797
3.1400373,3.1400373,1.3176317,0.24379158
3.3676453,3.3676453,1.4896795,0.31016827
4.836442,4.836442,1.5731058,0.41810405
4.843197,4.843197,1.495667,0.4979822
5.5358815,5.5358815,1.6122235,0.17405462
4.1230826,4.1230826,1.3113492,0.37902093
4.3418207,4.3418207,1.5033474,0.44396895
4.329966,4.329966,1.5180686,0.5015867
6.57928,6.57928,1.8462136,0.32513446
6.165637,6.165637,1.8942738,0.32481956
2.4795055,2.4795055,1.3270633,0.11839801
3.7542179,3.7542179,1.4025816,-0.17779386
4.2597027,4.2597027,1.664155,0.42538065
3.2394795,3.2394795,1.3038847,0.1851567
7.4661546,7.4661546,1.7681735,0.3171363
5.6823087,5.6823087,1.7198452,0.2726645
3.1270068,3.1270068,1.3119535,0.38040733
8.100727,8.100727,1.9734311,0.1234625
4.0069876,4.0069876,1.58701,0.21320128
2.8708925,2.8708925,1.4049392,0.39360684
4.6348963,4.6348963,1.7554462,0.347969
4.7496996,4.7496996,1.728328,0.38767564
3.8397782,3.8397782,1.5735158,0.13905567
5.052117,5.052117,1.6910062,0.07020712
4.402909,4.402909,1.5364255,0.33501792
3.5248537,3.5248537,1.4212589,0.059058845
4.596431,4.596431,1.4300733,0.30115145
10.749136,10.749136,2.319234,0.3116681
8.883734,8.883734,1.8678814,0.30238163
3.1990902,3.1990902,1.2787745,0.1808281
4.296224,4.296224,1.5645615,0.25443798
4.179696,4.179696,1.5133455,0.39752126
2.7880936,2.7880936,1.2815969,0.38243395
5.0996866,5.0996866,1.5572789,0.50548494
3.242989,3.242989,1.4920684,0.50077856
6.1220856,6.1220856,1.9873857,-0.11806953
5.652375,5.652375,1.9215635,0.35852462
5.061865,5.061865,1.3672535,0.4795311
1.9906534,1.9906534,1.027906,0.2503019
5.875366,5.875366,1.811908,0.10256934
4.08405,4.08405,1.4047216,0.5867114
3.9751983,3.9751983,1.533616,0.066161275
6.5734043,6.5734043,1.8310015,0.22940284
3.4697702,3.4697702,1.5117829,0.35508108
3.6573937,3.6573937,1.4783305,0.43732405
2.559145,2.559145,1.2070076,0.48004675
3.0598679,3.0598679,1.4225535,0.2342853
4.6506605,4.6506605,1.8958297,0.18898565
5.5537777,5.5537777,1.6965333,0.31899554
5.976877,5.976877,1.8539237,0.24700761
5.464423,5.464423,1.8717638,0.44642168
3.9041324,3.9041324,1.6153231,0.42691636
5.113406,5.113406,1.7148819,0.40172213
6.963293,6.963293,1.5932245,0.17386025
3.9386294,3.9386294,1.6829987,0.29784882
4.5783815,4.5783815,1.6076491,0.2737006
2.1604786,2.1604786,1.0892421,0.71185684
3.7964735,3.7964735,1.5272579,0.21557933
3.3465288,3.3465288,1.3465979,0.39154023
7.8750114,7.8750114,1.8433987,0.31521642
2.513093,2.513093,1.3629637,0.052501023
3.2859826,3.2859826,1.4094828,0.13721895
8.950861,8.950861,2.2285101,0.44567996
2.2005796,2.2005796,1.2025105,0.23039836
5.7250834,5.7250834,1.7764852,0.5019975
5.378994,5.378994,1.9443531,-0.11139822
5.1088595,5.1088595,1.6350116,0.128088
3.4132166,3.4132166,1.3963441,0.493679
3.6659985,3.6659985,1.418741,0.5131653
2.432988,2.432988,1.1710842,0.04185015
3.4165404,3.4165404,1.5598879,0.26609242
3.6545691,3.6545691,1.4414754,0.15790308
4.6423883,4.6423883,1.5749679,0.517625
2.2407608,2.2407608,1.1148912,0.5010787
3.868038,3.868038,1.5982401,0.33453113
9.3964405,9.3964405,2.2932613,0.432132
5.113549,5.113549,1.5318388,0.29686123
4.6216035,4.6216035,1.6840514,0.44375622
3.3947353,3.3947353,1.3087591,0.011317134
3.471709,3.471709,1.4855917,0.24280512
5.5326724,5.5326724,1.9426429,0.24970776
6.6564827,6.6564827,1.876192,0.27425063
2.3309317,2.3309317,1.2595347,0.26166832
3.2711601,3.2711601,1.4443088,0.42475218
6.7448936,6.7448936,1.873644,0.33735287
5.1089582,5.1089582,1.58499,0.3346594
1.8272105,1.8272105,1.1279151,0.51875937
3.2608466,3.2608466,1.4619155,0.1781671
5.368734,5.368734,1.7296144,0.2558766
2.0343757,2.0343757,1.0425415,0.3851238
5.901296,5.901296,1.787143,0.3925485
5.5470867,5.5470867,1.7330877,0.18749583
5.0001144,5.0001144,1.7796047,0.49440926
5.980899,5.980899,1.8458996,0.38236785
3.8864164,3.8864164,1.504332,0.44695795
4.141509,4.141509,1.5520234,0.009639144
3.752643,3.752643,1.3954215,0.35340625
5.9422917,5.9422917,1.7940283,0.42762613
6.4339485,6.4339485,1.9893297,0.13493127
4.3862667,4.3862667,1.6167638,-0.0010111332
2.155231,2.155231,1.1373429,0.40481216
4.41881,4.41881,1.5864825,0.41197383
3.1373951,3.1373951,1.2562206,0.44751632
4.816547,4.816547,1.7133082,0.37843174
3.9251626,3.9251626,1.4886383,0.12698382
2.601242,2.601242,1.168738,0.32803434
6.667383,6.667383,2.0890412,0.37288505
3.8884943,3.8884943,1.3514302,0.47909236
6.071816,6.071816,1.5514672,0.5406036
3.423708,3.423708,1.5236692,0.338888
3.2130408,3.2130408,1.3647907,0.3052885
3.0826128,3.0826128,1.4248085,0.14755726
3.8420649,3.8420649,1.4309,0.33888853
7.406877,7.406877,1.8768005,0.17620915
3.3065004,3.3065004,1.3509452,0.32820308
5.8027754,5.8027754,1.7002009,0.5831901
6.460407,6.460407,1.8817081,0.4084363
2.2678244,2.2678244,1.2653341,0.5392357
4.051836,4.051836,1.5337955,0.39473665
2.5745077,2.5745077,1.2804098,-0.15222728
4.394041,4.394041,1.6802912,0.5617941
6.339557,6.339557,1.7649432,0.24795449
4.1334367,4.1334367,1.6772835,0.3640867
6.728557,6.728557,2.116429,0.3882587
2.5707927,2.5707927,1.3040724,0.7142323
2.441197,2.441197,1.0492538,0.6049019
4.109367,4.109367,1.626421,0.32908297
3.9904003,3.9904003,1.5117053,0.32033104
10.457453,10.457453,2.204791,0.25340366
5.6505036,5.6505036,1.7924361,0.30321342
3.3360777,3.3360777,1.420572,0.49997896
4.44512,4.44512,1.5569191,-0.22623992
4.0495186,4.0495186,1.6490524,0.032047868
3.6563387,3.6563387,1.4250097,0.27426034
1.6509498,1.6509498,0.9579701,0.47430283
2.862064,2.862064,1.1880119,0.39547163
8.880709,8.880709,2.176651,0.30084985
3.3732338,3.3732338,1.5768824,0.20336914
3.524137,3.524137,1.4020736,0.40322202
6.3707495,6.3707495,1.8596771,0.339979
3.6009908,3.6009908,1.4457737,0.27470207
3.2192466,3.2192466,1.5222206,0.53778625
4.9748154,4.9748154,1.7961617,0.29521155
1.9486002,1.9486002,1.0225999,0.089289546
5.260624,5.260624,1.6877427,0.17022812
3.3775396,3.3775396,1.4124463,0.3137697
6.0354137,6.0354137,1.7951807,0.4773119
5.321027,5.321027,1.7238743,0.38579136
2.0610685,2.0610685,1.0999037,0.55398685
3.46165,3.46165,1.4181417,0.39093995
4.9706516,4.9706516,1.5266579,0.14425904
8.619366,8.619366,2.2305183,0.53777266
3.6493518,3.6493518,1.5194695,0.4688834
4.450074,4.450074,1.6274519,0.48724252
4.3932366,4.3932366,1.7665343,0.31589502
5.4319453,5.4319453,2.0289762,-0.5519844
5.325244,5.325244,1.6523039,0.4051435
4.222223,4.222223,1.7139938,0.21886969
4.5862617,4.5862617,1.6135259,0.29442126
2.7254436,2.7254436,1.1832097,-0.14052069
3.0517385,3.0517385,1.3795602,-0.5498861
6.0853066,6.0853066,1.7519152,0.11837095
3.3492863,3.3492863,1.3074597,0.37403375
2.9748933,2.9748933,1.3835318,-0.064020514
2.8955488,2.8955488,1.3281336,0.3780067
3.761137,3.761137,1.5137577,0.20752996
11.994943,11.994943,2.221929,0.12007868
4.593354,4.593354,1.4820883,0.36429316
6.796301,6.796301,1.8793992,0.14197856
4.6934123,4.6934123,1.643083,0.30134404
6.1533937,6.1533937,1.6729522,0.29675502
4.265765,4.265765,1.5013375,0.3773138
3.1012635,3.1012635,1.4484177,0.43573314
5.9932156,5.9932156,1.8382874,0.40898204
1.554065,1.554065,1.0447756,0.6202905
4.7070227,4.7070227,1.7440814,0.33936524
3.9008415,3.9008415,1.643515,0.3136664
3.2431924,3.2431924,1.3855621,0.08055675
4.4517636,4.4517636,1.5544126,0.31470144
6.0915604,6.0915604,1.6953369,0.39836442
4.3538704,4.3538704,1.6715086,0.24892801
4.049946,4.049946,1.5161797,0.37306958
5.464551,5.464551,1.7944391,0.17794913
7.9242225,7.9242225,2.2274008,0.3991111
2.8228803,2.8228803,1.4186172,0.6106372
5.421444,5.421444,1.7034537,0.32814246
4.627983,4.627983,1.7531773,-0.038934946
3.5228715,3.5228715,1.2674298,-0.44760048
4.5392323,4.5392323,1.760293,0.37084818
6.348954,6.348954,1.918364,0.46914923
4.8746614,4.8746614,1.44292,0.4468469
4.2624807,4.2624807,1.715019,0.51583135
3.132638,3.132638,1.3665794,0.2629087
4.307113,4.307113,1.7136893,0.047617376
6.740007,6.740007,1.8708687,0.45219725
4.688594,4.688594,1.6205719,0.39126158
3.7468858,3.7468858,1.4395629,0.5746329
2.8399458,2.8399458,1.3780305,0.4919454
2.8244767,2.8244767,1.3225821,0.2460208
2.4416742,2.4416742,1.216243,-0.685835
3.6042175,3.6042175,1.3969758,0.23110026
3.883203,3.883203,1.4388134,0.029199243
3.1843767,3.1843767,1.3378323,0.35455233
3.7618058,3.7618058,1.3611736,0.56021357
3.5985184,3.5985184,1.4030925,0.3072226
4.3065147,4.3065147,1.4634869,0.36630678
4.7661567,4.7661567,1.4775957,0.2813217
5.842607,5.842607,1.750861,0.3010713
5.8174005,5.8174005,1.6952517,0.42343998
2.6557395,2.6557395,1.2462325,0.7236023
4.19672,4.19672,1.6376829,0.53526103
3.8438535,3.8438535,1.5032358,0.29295743
6.0274587,6.0274587,1.8677074,0.18806285
3.0387483,3.0387483,1.3809922,0.101450145
2.7234697,2.7234697,1.2518265,0.24030697
5.760125,5.760125,1.7026306,0.5394418
4.3810024,4.3810024,1.5002688,0.57111406
3.7631798,3.7631798,1.3354778,0.2678138
3.3339405,3.3339405,1.3616893,0.49964017
3.2879567,3.2879567,1.3155352,0.2583992
3.2288384,3.2288384,1.3199344,0.5292139
5.5699263,5.5699263,1.9579127,0.32859278
2.9304032,2.9304032,1.2692646,0.53513044
5.20103,5.20103,1.7440886,0.4442973
2.8653147,2.8653147,1.3765684,0.124415934
4.6930137,4.6930137,1.5809451,0.5924244
3.4278646,3.4278646,1.3695502,0.4098633
2.8141532,2.8141532,1.3040887,0.3354029
3.5399568,3.5399568,1.6039197,0.3643844
4.26397,4.26397,1.7507347,0.47821403
2.2607675,2.2607675,1.1684439,0.38804495
4.330683,4.330683,1.3820964,0.41642064
5.2697806,5.2697806,1.6773417,0.53763556
4.8484354,4.8484354,1.702428,0.4458931
1.8518735,1.8518735,1.1540245,0.5847781
2.8045788,2.8045788,1.1225337,0.48679614
2.6526418,2.6526418,1.2569625,0.578148
5.535986,5.535986,1.7610375,0.31035894
4.397747,4.397747,1.6722318,0.63948005
2.6931572,2.6931572,1.316709,-0.53295887
3.7385888,3.7385888,1.3869975,-0.2564211
3.2230883,3.2230883,1.5285141,0.47612023
4.4058857,4.4058857,1.637438,0.3171444
7.4040756,7.4040756,1.9244676,0.25427622
5.124902,5.124902,1.7394238,0.32788175
4.7050815,4.7050815,1.6320875,0.5648086
4.0346847,4.0346847,1.5357354,0.29399914
4.3781586,4.3781586,1.6928182,0.19235557
5.14725,5.14725,1.8686523,-0.07304239
4.8827457,4.8827457,1.7869842,0.052863896
4.526082,4.526082,1.7150567,0.6780559
2.588037,2.588037,1.1723062,0.55785036
3.9093797,3.9093797,1.4355054,0.4457698
4.267456,4.267456,1.4990895,0.46130735
3.561832,3.561832,1.552666,0.4285891
4.9081297,4.9081297,1.6000772,0.53255904
3.5232098,3.5232098,1.5297463,0.23934919
3.6972983,3.6972983,1.3461508,0.42347592
4.009557,4.009557,1.6333333,0.5256169
2.8323936,2.8323936,1.2784374,0.4729473
4.314893,4.314893,1.5451722,0.26895267
3.31982,3.31982,1.4389775,0.6143948
2.3721004,2.3721004,1.1795216,0.6833489
4.3220396,4.3220396,1.6250904,0.48680794
2.7759178,2.7759178,1.2621087,0.092812836
3.8712208,3.8712208,1.3510712,0.22317654
3.438751,3.438751,1.5718734,0.5334816
3.5692687,3.5692687,1.3100591,0.45667738
3.3746953,3.3746953,1.1927584,0.53844154
6.4683456,6.4683456,1.6451806,0.51624405
2.4009988,2.4009988,1.2095629,0.65928173
2.7984977,2.7984977,1.3681667,0.58128846
3.0884757,3.0884757,1.3833244,0.22313946
2.812535,2.812535,1.4098113,0.5908459
5.9284954,5.9284954,1.9585788,-0.79184747
4.0027366,4.0027366,1.6478727,0.36590314
3.6408515,3.6408515,1.3497647,0.6062281
4.5699525,4.5699525,1.3967568,0.4521038
4.3760443,4.3760443,1.5494937,0.40084648
2.855205,2.855205,1.2152078,0.56902564
8.257678,8.257678,2.019113,0.45726174
3.2217698,3.2217698,1.3805624,0.32159323
3.0756187,3.0756187,1.1847086,0.5673855
4.0903897,4.0903897,1.606756,0.59597194
2.2731214,2.2731214,1.3273025,0.3938343
4.917465,4.917465,1.8328615,0.4754157
4.506408,4.506408,1.666429,0.53175426
3.2147846,3.2147846,1.1937494,0.13913715
2.535605,2.535605,1.2024887,0.4431783
2.8313465,2.8313465,1.2934525,0.43899018
1.8243861,1.8243861,1.0796796,0.29697222
3.379426,3.379426,1.4874308,0.29304755
4.9039273,4.9039273,1.5181938,0.5912063
5.633915,5.633915,1.8658813,0.5399419
2.8133082,2.8133082,1.3626196,0.5427258
4.0189476,4.0189476,1.5675788,0.4380936
4.8805394,4.8805394,1.6301789,0.52307737
5.151556,5.151556,1.7776436,0.17043662
2.994764,2.994764,1.4167542,0.5593277
3.131297,3.131297,1.2186627,0.47262365
2.6123173,2.6123173,1.3812413,0.015090942
2.8903518,2.8903518,1.3937135,-0.06349993
3.8740506,3.8740506,1.5162051,0.27023035
4.630414,4.630414,1.5835942,0.4870404
5.2173004,5.2173004,1.5067445,0.5522531
3.4439325,3.4439325,1.4763684,0.092956066
4.4029093,4.4029093,1.5585802,0.22372949
4.496772,4.496772,1.473943,0.45390248
3.534299,3.534299,1.3900694,0.31338984
2.3819668,2.3819668,1.2620428,0.5014035
3.1296492,3.1296492,1.4494154,-0.10394788
4.5925875,4.5925875,1.6620698,0.52896535
4.343689,4.343689,1.5913129,0.45855904
3.6305017,3.6305017,1.4179944,0.20153916
2.8913236,2.8913236,1.2200053,0.6444439
4.3873796,4.3873796,1.5125159,0.5454596
3.8421476,3.8421476,1.530975,0.49522275
3.4619374,3.4619374,1.2887604,0.42664987
3.8727598,3.8727598,1.5396233,0.5662577
3.9108474,3.9108474,1.4659836,0.4963265
3.0309992,3.0309992,1.4471062,0.42266685
3.7344713,3.7344713,1.4647241,-0.02248621
5.4885273,5.4885273,1.8116853,0.3610446
4.869292,4.869292,1.5305345,0.44647485
5.3644333,5.3644333,1.604944,0.47664064
4.5104437,4.5104437,1.6829696,0.27103943
3.4315395,3.4315395,1.4258875,0.29098135
3.7626622,3.7626622,1.5968747,0.2668
5.111043,5.111043,1.6878445,0.5273024
1.3428764,1.3428764,0.97616845,0.5968039
2.5944524,2.5944524,1.2757323,-0.512938
3.295131,3.295131,1.4267745,0.45330298
5.249358,5.249358,1.6811004,0.5724354
2.0143075,2.0143075,1.1000763,0.18889076
2.421183,2.421183,1.2289402,0.468875
1.5545709,1.5545709,0.847399,0.2599346
3.118928,3.118928,1.3615799,0.29465938
4.340147,4.340147,1.531911,-0.04449129
6.668988,6.668988,1.990073,0.44927067
4.9935064,4.9935064,1.7881625,0.5603688
2.2423263,2.2423263,1.0480936,0.24839866
5.8363905,5.8363905,1.986208,0.54829836
4.8095655,4.8095655,1.7439278,0.51744825
6.7571225,6.7571225,2.1388612,0.148709
4.0082197,4.0082197,1.6500689,0.46771926
3.0771337,3.0771337,1.394426,-0.44341958
4.842957,4.842957,1.5146215,0.48341793
4.350095,4.350095,1.6386586,0.4374925
1.7354124,1.7354124,1.1036158,0.24444634
4.5977373,4.5977373,1.4188952,0.6427858
2.9332228,2.9332228,1.3345664,0.61844254
2.607523,2.607523,1.2528583,0.48877972
2.12961,2.12961,1.1098332,0.6295701
4.8682737,4.8682737,1.8635298,0.5390984
3.580191,3.580191,1.5535136,0.09074515
4.185816,4.185816,1.4062637,0.46867692
4.825969,4.825969,1.6866739,0.5720651
2.5678868,2.5678868,1.2542715,0.35535276
1.8984658,1.8984658,1.0541775,0.50957894
3.146338,3.146338,1.4567355,0.52501106
4.613305,4.613305,1.6300638,0.38029325
3.282975,3.282975,1.471343,0.66741526
3.2846441,3.2846441,1.3143811,0.6092163
2.1539588,2.1539588,0.9796113,0.6404802
3.066019,3.066019,1.1963859,0.5537801
2.7999294,2.7999294,1.2389351,0.59250605
3.2213707,3.2213707,1.3452619,0.5281528
4.5236273,4.5236273,1.7285743,-0.5083668
3.9749947,3.9749947,1.5521579,0.53674513
1.833899,1.833899,0.9825993,0.5104503
3.0754042,3.0754042,1.3740923,0.09609246
2.898488,2.898488,1.3293207,0.3710422
4.905864,4.905864,1.4933044,0.39144707
